osm_id,osm_type,nombre,direccion,ciudad,telefono,whatsapp,website,horario,marca,latitud,longitud
node/10745951705,node,Farmacia Mejia (Farmesa),Avenida Máximo Gómez 63,,+18095223476,,,,,18.2802329,-70.3372728
node/10746068205,node,Farmacia Álvarez,Calle Nicolás Heredia,,+18095229382,,,,,18.2751086,-70.3365018
node/10746251805,node,Farmacia San Jose Obrero,"Calle General Antonio Duvergé, Baní",Baní,+18095223223,,,,,18.2765291,-70.3347102
node/10746274305,node,Farmacia Díaz Rosario,Calle El Número 23,,+18095229398,,,,,18.2749594,-70.3292999
node/10746275606,node,Farmacia Diaz Rosario #4,Avenida Fabio Herrera 14,,+18093800078,,,,,18.2581771,-70.329339
node/10746280905,node,Farmacia Diaz Rosario,Avenida Fabio Herrera,,+18093800078,,,,,18.2703477,-70.3307658
node/10915059517,node,Los Hidalgos,,,,,,,,19.3121495,-69.5434345
node/10969878521,node,Lilia,"Avenida Santiago 158, Santo Domingo",Santo Domingo,+18094147687,,,Mo-Sa 08:00-22:00; Su off,,18.4678826,-69.899669
node/10972368607,node,Farmacia UASD,"Avenida Alma Mater, Santo Domingo",Santo Domingo,,,,,,18.4596748,-69.9178654
node/11110305655,node,Farmacia Sabana Iglesia II,,,,,,,,19.3252635,-70.8149761
node/11196178797,node,unad duarte,,,,,,,,18.034972,-71.745992
node/11196206119,node,farmacia del pueblo,,,,,,,,18.0322096,-71.7459584
node/11196227909,node,farmacia yune,,,,,,,,18.033335,-71.7461569
node/11544703648,node,farmacia yune,,,,,,,,18.0383927,-71.7445644
node/11575088190,node,Farmacia sin nombre,,,,,,,,18.0337085,-71.7387386
node/11760572076,node,Navita Plus,Moca,Moca,+18298027966,,,08:00-22:00,,19.4218143,-70.4807922
node/12549195070,node,Carol Farmacia,,,,,,,,18.6388498,-68.3988694
node/12725914532,node,Doña Yiya Farmacia,,,,,,,,19.7580542,-70.8349504
node/12980209741,node,farmacia Pedernales,,,,,,,,18.0338414,-71.7459019
node/13078782235,node,Farmacia Eureka,,,+18492870653,,,,,18.3481206,-68.8261615
node/13189679302,node,Blasmar,,,,,,,,19.453378,-70.7695825
node/13189679401,node,Farmacia Kendra,3,,,,,,,19.4442325,-70.8000079
node/13191392401,node,Lilia,,,,,,,,18.5014621,-69.9222536
node/13201686302,node,Farmacia San Isidro,,,,,,,,19.3049254,-70.2561338
node/13239975801,node,GBC,,,,,,,,18.5110205,-69.9803067
node/13464763969,node,Farmacias Los Hidalgos,,,,,,,,18.4670043,-69.781545
node/13468814942,node,Farmacias Los Hidalgos,,,,,,,,18.4727595,-69.9410946
node/13551112162,node,Farmacia Carol,,,,,,,,18.4733547,-69.9110316
way/164232209,way,San Miguiel,"Calle Restauración, Santiago",Santiago,,,,,,19.4522484,-70.7014454
way/207314377,way,Farmacia La Humanitaria,,,,,,,,19.420066,-71.6132452
way/222822127,way,Farmacia Lample Suárez,"Avenida Dr Pedro A. Columna, Bonao",Bonao,,,,,,18.9367248,-70.4109725
way/310493612,way,Farmacia Villa Elisa,Carretera Matanza,,+18092427898,,,,,19.4112304,-70.6738251
way/314758060,way,Farmacia Biannela,Carretera Matanza,,,,,,,19.4059132,-70.6640958
way/316143214,way,Carol,,,,,,24 h.,,19.4678521,-70.6867267
way/329872862,way,Farmacia Carol,,,,,,,,18.4227026,-68.9641776
way/334267966,way,Farmacia sin nombre,,,,,,,,18.4330062,-68.9668216
way/344545522,way,Farmaconal,Calle Presidente Vasquez,,,,,,,18.4877987,-69.8649243
way/344633050,way,farmaxtra,Carretera Mella,,,,,24/7,,18.5248766,-69.8269236
way/356100438,way,Farmacia Carol,"Avenida 27 de Febrero 221, Santo Domingo",Santo Domingo,+18095636060,,,,,18.4697954,-69.9230635
way/356391550,way,Farmacia Carol,,,,,,,,19.4743537,-70.6791574
way/389783581,way,Farmacia Prosperidad,,,,,,,,18.9378221,-70.4051648
way/405358883,way,Farmacia Demorizi,,,,,,,,18.4097266,-70.1028049
way/406807969,way,Farmacia Aybar D'Hochi,Calle Benito González,,,,,,,18.476461,-69.8915158
way/407005633,way,Farmacia,,,,,,,,18.4481727,-69.6488423
way/407735624,way,Farmacia Zolida,Calle Maria Viuda de La Cruz Doña Cucha,,,,,,,18.5013987,-69.8847739
way/407756348,way,Farmacia Norbelissa,,,,,,,,19.4054623,-70.6367151
way/407777954,way,Farmacia La Estrella,"Carretera Las Palomas, Santiago",Santiago,,,,,,19.4257319,-70.6519757
way/407793988,way,Farmacia San Pablo,Avenida Albert Thomas,,,,,,,18.4957108,-69.8901192
way/407799908,way,Farmacia Grecia,,,,,,,,18.5022528,-69.894722
way/407800755,way,Farmacia Jossy,"Avenida Isabel Aguiar, Santo Domingo",Santo Domingo,,,,,,18.4577526,-69.9772739
way/407805610,way,Farmacia Grecia,Avenida Albert Thomas,,,,,,,18.5054675,-69.8971873
way/407808572,way,Farmacia Blanca Yris,"Calle San Anton, Santo Domingo",Santo Domingo,,,,,,18.4645192,-69.9779234
way/407814195,way,El Sol,"Avenida Circunvalación, Santiago",Santiago,+18095820000,,,,,19.4293782,-70.6892224
way/407982392,way,Farmacia Sanchez,Avenida Francisco del Rosario Sánchez,,,,,,,18.501443,-69.8814261
way/407986581,way,Farmacia Carevel,Avenida Francisco del Rosario Sánchez,,,,,,,18.4904206,-69.883559
way/407990213,way,Farmacia,Av. Nuñez De Cácerez,,,,,,,19.4219394,-70.714436
way/407991238,way,Farmacia Carelsa,,,+18092410115,,,,,19.4628478,-70.7090041
way/408001936,way,Farmacia Marcely,Av. Nuñez De Cácerez,,,,,,,19.4332326,-70.7058962
way/408013299,way,Farmacia La Solución,Avenida Albert Thomas,,,,,,,18.5046354,-69.8968568
way/408034474,way,Farmacia sin nombre,Avenida Duarte,,,,,,,18.4935383,-69.8996493
way/408041220,way,Farmacia Carol,,,,,,,,18.5082724,-69.9474344
way/408043128,way,Farmacia sin nombre,,,,,,,,18.4926227,-69.898567
way/408045015,way,Carol,Avenida Duarte,,,,,,,18.4923282,-69.8983633
way/408050698,way,Farmacia Elba,"Avenida 27 de Febrero, Santiago",Santiago,,,,,,19.4637923,-70.6727794
way/408052122,way,Farmacias Fuente San Luis,Av. Yapur Dumit,,,,,,,19.430605,-70.6939192
way/408059213,way,Farmacia Dra. Lily,"Av. Yapur Dumit, Santiago",Santiago,,,,,,19.4170294,-70.7025151
way/408121565,way,Farmacia Luciano,,,,,,,,19.5051235,-70.7520342
way/408317635,way,Farmacia Nemesis,Prolongacion 27 De Febrero,,,,,,,18.4569707,-69.9832516
way/408324590,way,Farmacia Jardin Rios,,,,,,,,18.4843994,-69.9599887
way/408325617,way,Farmacia Iris Leyda,,,,,,,,18.4561072,-69.6079383
way/408325622,way,Farmacia Silva,"Calle Profesora Hilda Gutierrez, Boca Chica",Boca Chica,,,,,,18.4603758,-69.6111712
way/408328440,way,Super Farmacia Oriente,"Avenida Jacinto de Los Santos, Santo Domingo",Santo Domingo,,,,,,18.4748717,-69.8584068
way/408436061,way,Farmacia Papeleria,Avenida Monumental,,,,,,,18.5020572,-69.9896298
way/408451351,way,Farmacia Paipa,Calle Ml. Céspedes,,,,,,,18.5234983,-69.9096029
way/408460855,way,Farmacias Los Pinos,"Calle Cuba, Santiago de los Caballeros",Santiago de los Caballeros,,,,,,19.4543415,-70.6991589
way/408648844,way,Farmacia sin nombre,,,,,,,,19.4315828,-70.7061401
way/408652000,way,Farmacia Ransy,"Av. Nuñez De Cácerez, Santiago",Santiago,,,,,,19.4397047,-70.7059253
way/408654799,way,Farmacia Bella,"Avenida Emilio Prud'homme, Santiago",Santiago,,,,,,19.4444729,-70.7077759
way/408655871,way,Farmacia,,,,,,,,18.4979927,-69.963509
way/408664043,way,Befarmax,Avenida Intercomunicacion 3era,,,,,,,18.5254022,-69.8988325
way/408668632,way,Farmacia Medika Internacional,,,,,,,,18.5010325,-69.9604133
way/408670510,way,Farmacia Felipe II,Marginal Las Américas,,,,,,,18.4804903,-69.8388856
way/408713369,way,Carol,Avenida Hermanas Mirabal,,,,,,,18.5360219,-69.9062975
way/408716568,way,Farmacia Yoelis,Avenida Penetración,,,,,,,18.5346173,-69.9035869
way/408728379,way,Farmacia Kareny's,Calle 6,,,,,,,19.4290449,-70.6675368
way/408730342,way,Farmacia Lady Diaz,"Avenida Salvador Estrella Sahdalá, Santiago de los Caballeros",Santiago de los Caballeros,,,,,,19.4809675,-70.7056411
way/408740052,way,Farmacia Fina,"Avenida Coronel Juan Maria Lora Fernandez, Santo Domingo",Santo Domingo,,,,,,18.4883789,-69.9694783
way/408740377,way,Farmacia las 2 amigas,Calle M-1,,,,,,,18.5381291,-69.8996274
way/408754783,way,Farma Xtra,"Avenida 27 de Febrero, Santo Domingo",Santo Domingo,,,,,,18.4588012,-69.9453717
way/408877121,way,BotiFarmax Shekinah,Calle M-1,,,,,,,18.5317853,-69.8964314
way/408889344,way,Farmacia Anyi,"Duarte, André",André,,,,,,18.453269,-69.6345292
way/408901415,way,Farmacia Dilia,Ceuta,,,,,,,18.5407708,-69.897073
way/408904061,way,Farmacia Ana Gissell,Avenida Hermanas Mirabal,,,,,,,18.5338387,-69.9070453
way/408904172,way,Farmacia Belgica,"Fausto Cruz, André",André,,,,,,18.4530532,-69.6458212
way/408918640,way,Farmacia Omayra II,"16 De Agosto, André",André,,,,,,18.4498998,-69.6384738
way/408931174,way,Farmacia Reynel,Los Restauradores,,,,,,,18.5445306,-69.8893267
way/408931188,way,Farmacia Patry B,Los Restauradores,,,,,,,18.5425239,-69.8940199
way/408936574,way,Farmacia Luchy,Andrés,Andrés,,,,,,18.4490575,-69.6532008
way/408947550,way,Farmacia Normal,"Calle Del Sol 83, Santiago",Santiago,,,,,,19.4510336,-70.7032691
way/408954107,way,Farmacia Los Tanquecitos,"Los Rieles, André",André,,,,,,18.453015,-69.6278343
way/409568859,way,Farmacia Santure,"Avenida Salvador Estrella Sadhala, Santiago",Santiago,+8087240333,,,,,19.470793,-70.6910108
way/409572235,way,Farmacia Remanso de Paz,,,,,,,,18.5629388,-69.910321
way/409573037,way,Farmacia La Peregrina,Calle 28,,,,,,,18.5572168,-69.9070416
way/409577433,way,Farmacia Ivelsy,"Calle Generoso Diaz, Santiago",Santiago,,,,,,19.4726627,-70.6987944
way/409578323,way,Farmacia Villa Mella,"Avenida Hermanas Mirabal, Villa Mella",Villa Mella,,,,,,18.5514141,-69.9012413
way/409582804,way,Farmacia Nicar,Ramon Matias Mella,,,,,,,18.5545648,-69.8982549
way/409613493,way,Farmacia Charine,Carreterra San Felipe,,,,,,,18.5574847,-69.9042513
way/409621342,way,Farmacia Pamela,"Avenida Bartolomé Colón, Santiago",Santiago,,,,,,19.4679695,-70.6875212
way/409768509,way,Farmacia sin nombre,"San Cristóbal - Aut. Duarte, San Cristóbal",San Cristóbal,,,,,,18.4330195,-70.1264618
way/409781440,way,Farmacia Dipre,"Calle Principal la Toma, San Cristóbal",San Cristóbal,,,,,,18.4288833,-70.1244076
way/409829409,way,Oriana Farmacia,Avenida Konrad Adenauer,,,,,,,18.5471436,-69.9078584
way/409843731,way,Farmacia Lexy,"Calle Guayubin, Santo Domingo",Santo Domingo,,,,,,18.4877035,-69.9684713
way/409847409,way,Farmacia Parola,"C-20, Santiago",Santiago,,,,,,19.4701979,-70.703962
way/409870962,way,Siglo,,,,,,,,18.5405365,-69.9396591
way/409872082,way,Farmacia Junior,Avenida Principal,,,,,,,18.5350518,-69.9264634
way/409876124,way,Farmacia Los Rios,"Calle A, Santo Domingo",Santo Domingo,,,,,,18.4961962,-69.9664939
way/410064966,way,Farmacia Constitucion,"Avenida Constitucion, San Cristóbal",San Cristóbal,,,,,,18.4204089,-70.1139752
way/410066288,way,Farmacia Naturista Luna,"Avenida Constitucion, San Cristóbal",San Cristóbal,,,,,,18.4195269,-70.1133358
way/410068493,way,Super Farmacia Santa Ana,"Avenida Constitucion, San Cristóbal",San Cristóbal,,,,,,18.4165545,-70.1112242
way/410295759,way,Farmacia Claudy,"Calle Padre Borbón, San Cristóbal",San Cristóbal,,,,,,18.4149268,-70.1143014
way/410301498,way,Farmacia sin nombre,"Peaton A, San Cristóbal",San Cristóbal,,,,,,18.4117025,-70.1194215
way/410302437,way,Farmacia Class,"Peaton A, San Cristóbal",San Cristóbal,,,,,,18.4126391,-70.1191547
way/410322416,way,Farmacentro Leyda,"Avenida Felix Maria Ruiz, Santiago",Santiago,,,,,,19.4649607,-70.6998957
way/410328828,way,Farmacia Kaolix,"Avenida 27 de Febrero, Santiago",Santiago,,,,,,19.4716535,-70.7138533
way/410341432,way,Farrmacia Larimel,"Avenida Hermanas Mirabal, Santiago de los Caballeros",Santiago de los Caballeros,,,,,,19.4564605,-70.7144663
way/410346022,way,Farmacia Estefania,"Avenida Imbert, Santiago de los Caballeros",Santiago de los Caballeros,,,,,,19.4658772,-70.7107083
way/410348652,way,Farmacia,,,,,,,,19.4247784,-70.6836525
way/410356497,way,Farmamovil,Calle 1,,,,,,,19.4547017,-70.6817962
way/410367739,way,Farmacia Los Hidalgos,,,,,,,,18.4712747,-69.9330301
way/410614015,way,Farmacia Roberto,"Calle Francisco del Rosario Sanchez, Campo Lindo",Campo Lindo,,,,,,18.4575753,-69.6770332
way/410615672,way,Farmacia El Brisal,San Martin,,,,,,,18.5408127,-70.0386668
way/410617091,way,Farmacia Lourdes,"Carretera Sánchez, San Cristóbal",San Cristóbal,,,,,,18.4144248,-70.1159594
way/410648700,way,Farmacia sin nombre,"Calle 5, Campo Lindo",Campo Lindo,,,,,,18.4673708,-69.6978517
way/410653383,way,Farmacia Grecia,,,,,,,,18.4999864,-69.8893367
way/410654250,way,Farmacia Aquino,,,,,,,,18.5017895,-69.8867128
way/410661102,way,Farmacia Adelina,Autopista Duarte Vieja,,,,,,,18.5448286,-70.0396128
way/410662491,way,Farmacia Johanny,Calle Principal,,,,,,,18.4615796,-69.7224692
way/410662496,way,Farmacia Cancela,Duarte,,,,,,,18.470893,-69.7303398
way/410667223,way,Farmacia Axel,Avenida El Eden,,+18092347550,,,,,18.4674708,-69.7944529
way/410669472,way,Farmacia sin nombre,"Calle Amaury German Aristy, Urbaniziación Luz Maria",Urbaniziación Luz Maria,,,,,,18.466733,-69.7674372
way/411407383,way,Farmacia sin nombre,"Carretera Licey al Medio, Santiago",Santiago,,,,,,19.4579716,-70.6686333
way/411411221,way,Super Farmacia Stiven,"Calle Amaury German Aristy, Urbaniziación Luz Maria",Urbaniziación Luz Maria,,,,,,18.4730151,-69.7665729
way/411424127,way,Farmacia Reyna,"Avenida 27 de Febrero, Santiago de los Caballeros",Santiago de los Caballeros,,,,,,19.4580544,-70.6955531
way/411434282,way,Farmacia Popular,,,,,,,,19.4531536,-70.7036929
way/411464908,way,El Sol,"Carretera Don Pedro, Santiago",Santiago,,,,,,19.4592222,-70.6658068
way/411490681,way,Farmacia Eliasan,,,,,,,,18.4792456,-69.978002
way/411758514,way,Farmacos La Colonial,,,,,,,,19.449689,-70.7004246
way/411773048,way,Humana Farmacias Económicas,,,,,,,,18.4651379,-69.9748055
way/411774905,way,Farmacias Lidia,Carretera Luperón,,,,,,,19.4710106,-70.6826152
way/411794513,way,Farmacia Azil,Avenida Correa y Cidrón,,,,,,,18.4551045,-69.9248013
way/411818579,way,Farmacia Elka,,,,,,,,18.4747295,-69.9719612
way/411829864,way,Farmacia,Santa Cruz,,,,,,,18.8454616,-70.3202332
way/412135596,way,Farmacia Cristo De Limpias,,,,,,,,18.463182,-69.9268242
way/412135635,way,Farmacia Eddy3,"Carretera Mella, Santo Domingo Este",Santo Domingo Este,,,,,,18.5175619,-69.8371201
way/412153984,way,Farmacia Carol,,,,,,,,18.4555664,-69.9438782
way/412198036,way,Farmacia San Juan Bosco,"Avenida Duarte, Villa Altagracia",Villa Altagracia,,,,,,18.6747371,-70.1755133
way/412484114,way,Farmacia San Juan Bosco,"Robertico Jimenez Polanco, Villa Altagracia",Villa Altagracia,,,,,,18.6692239,-70.1705051
way/412501790,way,Farmacia San Juan Bosco,"Avenida Duarte, Villa Altagracia",Villa Altagracia,,,,,,18.6614047,-70.1695218
way/412534695,way,Farmacia Laentrada,"Calle Duarte, Los Alcarrizos",Los Alcarrizos,,,,,,18.5216772,-70.0108148
way/412553298,way,Super Farmacia Pockels,"Calle San Antonio, Los Alcarrizos",Los Alcarrizos,,,,,,18.5225038,-70.0137778
way/412554851,way,Farmacia Ideals,,,+18095606580,,,,,18.4839578,-69.9811574
way/412590802,way,Farmax,,,,,,,,18.4744161,-69.9609194
way/412595768,way,Farmacia Nurys,,,+18093791913,,,,,18.4854602,-69.9907077
way/412754008,way,Farmacia José Nepo,Avenida Enriquillo,,,,,,,18.4417926,-69.9759918
way/412754009,way,Farma Apotheka,Avenida Rómulo Betancourt,,,,,,,18.4446922,-69.9734454
way/412759925,way,Farmacia Madre Vieja,Avenida Los Constiyuentes,,,,,,,18.4209809,-70.0996656
way/412815088,way,Eden II Farmacia,"Avenida Fernandez Navarrete, Santo Domingo Este",Santo Domingo Este,,,,,,18.5134981,-69.8693612
way/412816185,way,Farmacia Mazan,,,,,,,,18.4942619,-69.8239669
way/412824631,way,Farmahorros S.D.,"Avenida Los Restauradores, Santo Domingo Este",Santo Domingo Este,,,,,,18.5241586,-69.8676052
way/412826584,way,Farmacia Los Americanos,"Carretera Sánchez, San Cristóbal",San Cristóbal,,,,,,18.422547,-70.09632
way/412832533,way,Botica Ana Ysaura,"Avenida Los Restauradores, Santo Domingo Este",Santo Domingo Este,,,,,,18.5260299,-69.8656616
way/412840813,way,Farmacia Maireni,"Avenida Los Restauradores, Santo Domingo Este",Santo Domingo Este,,,,,,18.5359247,-69.8651974
way/412852340,way,Centro Social La Merced,,,,,,,,18.4728237,-69.9920038
way/412852688,way,Farmax,,,,,,,,18.5030348,-69.9429632
way/412859437,way,Farmacia Carol,"Calle Rafael Augusto Sanchez 96, Santo Domingo",Santo Domingo,,,,,,18.4669684,-69.943017
way/413364751,way,Farmacia Carol,Avenida Winston Churchill,,,,,,,18.4715446,-69.9414977
way/413369999,way,Farmacia San Antonio,"16 De Agosto, Bonao",Bonao,,,,,,18.9434643,-70.4110819
way/413419225,way,Farmacia Florangel,"Avenida Profesor Juan Bosch, Bonao",Bonao,,,,,,18.9397259,-70.3954854
way/413439658,way,Farmacia Rosa Emilia,"Osvaldo Bazil, San Cristóbal",San Cristóbal,,,,,,18.4274407,-70.0848712
way/413443217,way,Rimac,Avenida José Contreras,,,,,24/7,,18.4579794,-69.9273806
way/413470969,way,Farmacia sin nombre,Calle Recta Final,,,,,,,18.491241,-69.9220092
way/413683295,way,Las Delicias Farmacia,"Avenida Duarte, Villa Altagracia",Villa Altagracia,,,,,,18.6784802,-70.176834
way/413686001,way,Farmacia Lennon,"Avenida Duarte, Villa Altagracia",Villa Altagracia,+18095594338,,,,,18.6743923,-70.1750611
way/413686007,way,Farmacia Julia,"Avenida Duarte, Villa Altagracia",Villa Altagracia,,,,,,18.6737676,-70.1748405
way/413700098,way,Farmacia Patricia 2da,Calle Ramon Ramirez,,,,,,,18.4953978,-69.9081878
way/413704590,way,Farmacia Jose Nepo,Calle Euclides Morillo,,,,,,,18.4868041,-69.9347152
way/413706221,way,Farmacia Mora,San Juan de la Maguana,,,,,,,18.501583,-69.9186476
way/413729483,way,Farmacia Pimentel,Avenida Tiradentes,,,,,,,18.4944359,-69.9298516
way/413743546,way,Farmacia La Altagracia,"Don Luis Despradel, La Vega",La Vega,,,,,,19.2262966,-70.5317244
way/413948437,way,Puerto Rico,Calle Puerto Rico,,,,,,,18.4909279,-69.861961
way/413951391,way,Farmacia N&N,Calle 15 Padre Paules 14,,,,,,,18.4931279,-69.8741128
way/413956980,way,Farmacia Richard,"Avenida Garcia Godoy, La Vega",La Vega,,,,,,19.2227862,-70.5317657
way/413956986,way,Farmacia Sol,"Avenida Garcia Godoy, La Vega",La Vega,,,,,,19.2202158,-70.5217358
way/413956999,way,Farmacia Los Palmares,"Avenida Antonio Guzman Fdez., La Vega",La Vega,,,,,,19.2327486,-70.5303723
way/413960226,way,Super Farmacia Pueblo Nuevo,"Calle 3, San Cristóbal",San Cristóbal,,,,,,18.4077141,-70.1136322
way/413966521,way,Farmacias El Sol,"Don Luis Despradel, La Vega",La Vega,,,,,,19.2273527,-70.531681
way/413971238,way,Farmacia Geisa,,,,,,,,18.4195951,-70.0979509
way/413984923,way,Abdias,San Vicente de Paúl,,,,,,,18.5101601,-69.8644259
way/413991753,way,Farmacia Michelle,San Vincente de Paul,,,,,,,18.5042207,-69.8556275
way/413993019,way,Farma Xtra San Juan,"Avenida Sabana Larga, Santo Domingo Este",Santo Domingo Este,,,,,,18.4876137,-69.8653476
way/413997579,way,Farmacia San Luis,"Carretera Mella, Santo Domingo Este",Santo Domingo Este,,,,,,18.498474,-69.8601208
way/414002621,way,Farmacia San Miguel,"Avenida Garcia Godoy, La Vega",La Vega,,,,,,19.2198527,-70.5207963
way/414003356,way,Farmacia Europa,Avenida Venezuela,,,,,,,18.4896225,-69.869686
way/414005075,way,Farmacia Raysher,"Calle Antigua Carr Sánchez, San Cristóbal",San Cristóbal,,,,,,18.4157513,-70.090274
way/414017351,way,Farmacia Luisa Ines,"Avenida Sabana Larga, Santo Domingo Este",Santo Domingo Este,,,,,,18.4941175,-69.8652143
way/414017353,way,Farmacia Irina,"Avenida Sabana Larga, Santo Domingo Este",Santo Domingo Este,,,,,,18.494618,-69.8647753
way/414021126,way,Farmacia El Sol,"Avenida Monseñor Panal, La Vega",La Vega,,,,,,19.2258875,-70.5298903
way/414034429,way,Farmacia Cristiana,"Avenida Constitución, San Cristóbal",San Cristóbal,,,,,,18.4129439,-70.1085131
way/414041074,way,Farmacia Naturista,"Avenida General Cabral, San Cristóbal",San Cristóbal,,,,,,18.4146102,-70.1106065
way/414191422,way,Farmacia San Martin,"Calle Bernardo Aliez, San Cristóbal",San Cristóbal,,,,,,18.4087045,-70.1077604
way/414199680,way,Farmacia Gonzalez,San Vicente de Paúl,,,,,,,18.5099231,-69.8693353
way/414215057,way,Super Farmacia Los Alcarrizos,"Calle Duarte, Los Alcarrizos",Los Alcarrizos,,,,,,18.5253851,-70.0244742
way/414216351,way,Farmacia Patrone,Avenida Los Restauradores,,,,,,,18.5318765,-69.8656162
way/414216709,way,Farmacia VIP,Calle 9 Julio Cesar Martinez,,,,,,,18.4871133,-69.8586289
way/414223747,way,Farmacia Rafael,Avenida Los Restauradores,,,,,,,18.5397686,-69.8611817
way/414227243,way,Botica Comunitaria,Calle 13,,,,,,,18.5389017,-69.863162
way/414236394,way,Super Farmacia Los Alcarrizos,"Calle Duarte, Los Alcarrizos",Los Alcarrizos,,,,,,18.5246998,-70.0272887
way/414240704,way,Farmacia EL SOL Sucursal,"Avenida Imbert, La Vega",La Vega,,,,,,19.2200878,-70.5308203
way/414242538,way,Farmacia La Vega,"Avenida Monseñor Panal, La Vega",La Vega,,,,,,19.2238339,-70.5303636
way/414260454,way,Farmacia Damious,"Calle Duarte, Los Alcarrizos",Los Alcarrizos,,,,,,18.523904,-70.0315997
way/414263379,way,Farmacia,"Kennedy, Los Alcarrizos",Los Alcarrizos,,,,,,18.522687,-70.0183134
way/414276484,way,Farmacia Barak,Calle Presidente Vazquez,,,,,,,18.4889564,-69.878155
way/414454573,way,Cuestion Salud,Avenida Charles de Gaulle,,,,,,,18.5457404,-69.8954619
way/414459582,way,Farmacia Farah,Avenida Independencia,,,,,,,18.4530447,-69.9244474
way/414484288,way,Farmacia Joven,Calle Puerto Rico,,,,,,,18.4919494,-69.8713196
way/414493252,way,Farmacia sin nombre,,,,,,,,18.4642725,-69.9956715
way/414506468,way,Farmacia Yessenia,Calle Rogelio Roselle,,,,,,,18.4701721,-69.9991667
way/418400404,way,Farmacia Milagrosa,,,,,,,,18.5285834,-69.9029101
way/423954147,way,Farmacia Sorimil,,,,,,,,18.5288054,-70.0178068
way/447047692,way,farmacia yune,,,,,,,,18.0383565,-71.7446283
way/478272034,way,Pharma-Xtra,"Av. Antonio Guzmán Fernández, Santo Domingo",Santo Domingo,,,,,,18.4460611,-69.9601835
way/537250113,way,Farmacia de los pobres,,,,,,,,18.5012867,-69.8818285
way/682132753,way,Farmacia La Suiza,,,,,,,,18.4355655,-70.1241748
way/777465025,way,Los Hidalgos,,,,,,,,18.4933685,-69.7468425
way/810909279,way,Farmacia DeLoly,,,,,,,,18.5213322,-70.0076179
way/864736757,way,Farmacia la Samaritana,,,,,,,,18.6035982,-68.7145646
way/864800905,way,Farmacia sin nombre,,,,,,,,18.6100183,-68.7151193
way/865148587,way,Farmacia Melo,,,,,,,,18.6121148,-68.7150709
way/865360971,way,Farmacua las 24 horas,,,,,,,,18.6042962,-68.7152635
way/987641980,way,Farmacia sin nombre,,,,,,,,18.8163039,-68.59139
way/993494945,way,Farmacia Patrizo S.R.L.,"Calle Manolo Betances 10, Santo Domingo Este",Santo Domingo Este,,,,,,18.4850296,-69.7875875
way/1010369618,way,Farmacia del Pueblo,"Avenida La Pista, Santo Domingo Este",Santo Domingo Este,,,,,,18.5197351,-69.8175284
way/1035205470,way,Farmacia de pueblo,,,,,,,,18.5005198,-69.7860465
way/1110426216,way,Farmacia Scharimel,,,,,,,,19.6380876,-69.9064719
way/1167085854,way,Farmacia sin nombre,,,,,,,,18.4719171,-69.921858
way/1231781399,way,Farmaconal Bani,"Avenida Presidente Francisco Gregorio Billini, Baní",Baní,+18095475000,,,,,18.2788014,-70.3308607
way/1231782090,way,Farmacia San Juan,"Avenida Máximo Gómez, Baní",Baní,+18095223344,,,,,18.2804858,-70.332121
way/1246994540,way,Farmacia sin nombre,,,,,,,,18.4597331,-69.9893865
way/1269207042,way,Farmacia sin nombre,,,,,,,,18.4636671,-69.9102196
way/1271517693,way,Farmacia sin nombre,,,,,,,,18.4598407,-69.9093805
way/1303808412,way,Farmacia sin nombre,,,,,,,,18.6166101,-68.7135069
way/1359382137,way,Farmacia Moncion,,,,,,,,19.4103392,-71.1506696
way/1488471904,way,Farmacia sin nombre,,,,,,,,19.2526791,-70.3102172
