osm_id,osm_type,nombre,direccion,ciudad,telefono,whatsapp,website,horario,marca,latitud,longitud
node/356504538,node,Farmacia,,,,,,,,19.4609149,-70.6843802
node/370200557,node,Farmacia Jorge,"España, Santiago",Santiago,,,,,,19.451591,-70.7042984
node/370891949,node,Farmacia sin nombre,,,,,,,,19.447991,-70.6778764
node/370913469,node,Farmacia Restauracion,"Calle Restauración, Santiago",Santiago,+18092476424,,,,,19.4522592,-70.6997945
node/583855967,node,Farmacia Carol,Avenida Independencia,,,,,,,18.4687682,-69.8942102
node/596693473,node,Farmacia sin nombre,,,,,,,,18.4740936,-69.8880694
node/809969124,node,Farmacia Rozon,"Calle Principal 11, Batey Uno",Batey Uno,+18093360254,,,,,19.4803081,-70.7851837
node/927722578,node,Farmacia Carol,,,,,,,,18.4713324,-69.9374243
node/927722583,node,Farmacia Brasil,,,,,,,,18.4669418,-69.9432474
node/928335594,node,Farmacia Lincoln,,,,,,,,18.4739892,-69.9346066
node/941794476,node,Farmacia Carol,,,,,,,,18.4756112,-69.9233055
node/956366530,node,Farmacia Rafelito,,,,,,,,19.4674619,-70.7000023
node/1239450996,node,Pharmacia del Pueblo,,,,,,,,18.4734076,-69.8919761
node/1391142515,node,Farmacia sin nombre,,,,,,,,19.7651122,-70.5159826
node/1593022580,node,Pharmacy,,,,,,,,19.8920712,-70.9619072
node/1645804915,node,Farmacia sin nombre,,,,,,,,19.3128223,-69.5455859
node/1661639864,node,jeantte,,,,,,,,18.5001004,-69.847565
node/1668200697,node,Farmacia Romaplex,,,,,,,,18.4629457,-69.9638461
node/1673956928,node,Farmacia Ferreira,,,,,,,,19.2235292,-70.5135084
node/1674020413,node,Farmacia Del Valle,,,,,,,,19.2248056,-70.5206108
node/1674020423,node,Farmacia Olimpica 1,,,,,,,,19.2248664,-70.5227244
node/1674119176,node,Farmacia San Pancracio,"Calle Gral. Juan Rodriguez, La Vega",La Vega,,,,,,19.2245533,-70.5271194
node/1679169309,node,Farma Xtra,,,,,,,,18.4309345,-69.9727876
node/1679229652,node,Farmacia O&D,,,,,,,,18.4324431,-69.9656824
node/1704912394,node,Farmacia sin nombre,,,,,,,,19.4583791,-70.6983898
node/1704915307,node,Farmacia La Fuente II,"Avenida Bartolomé Colón, Santiago de los Caballeros",Santiago de los Caballeros,,,,,,19.4586089,-70.700897
node/1784971707,node,Farmacia Villa Fundacion,,,,,,,,18.2806929,-70.497339
node/1837180844,node,Farmacia San José,,,,,,,,18.9076465,-70.74475
node/1847511785,node,Carol,,,,,,,,18.4712515,-69.9141538
node/1850595534,node,Farmax,Avenida Independencia,,,,,,,18.4669715,-69.8955471
node/1871529988,node,Farmacia Europa,"Avenida Tiradentes, Santo Domingo",Santo Domingo,,,,,,18.4805505,-69.9286994
node/1883856558,node,Farmacia Los Hidalgos,,,,,,,,18.4847091,-69.8404105
node/1884358240,node,Farmax,,,,,,,,18.4651933,-69.928971
node/1885696343,node,Farmacia Dary's,,,+18095823161,,,,,19.4551883,-70.6849719
node/2069165909,node,Farmacia Rosina,,,,,,,,18.4910419,-69.904287
node/2069166742,node,Farmacia Rita,,,,,,,,18.4864578,-69.9065505
node/2075538652,node,Farmacias Los Hidalgos,,,,,,,,18.5082462,-69.9483115
node/2141062027,node,Farmacia San Rafael,,,+18095713480,,,,,19.7638014,-70.5140455
node/2141062031,node,Pharmacia Sosua,,,,,,,,19.7632476,-70.5164528
node/2232231405,node,Farmacia Doña Rosa,"Avenida Los Beisbolistas, Santo Domingo Oeste",Santo Domingo Oeste,+18093791228,,,,,18.4852176,-69.9978415
node/2235191306,node,Farmacia Romy,,,,,,,,18.4704923,-69.9727572
node/2339444520,node,Farmacia ALLAN,Prof. Juan Bosch,,,,,,,19.3148053,-70.540369
node/2360576887,node,Farmacia Las Mercedes,Calle Profesor Juan Bosch,,,,,,,19.2242871,-70.5295326
node/2365189077,node,Farmacia Miguelito,,,,,,,,19.1221522,-70.6419007
node/2389927326,node,Farmacia San Luís,,,,,,,,19.3659806,-69.8511614
node/2389945323,node,Botica Divino Niño,,,,,,,,19.3764334,-69.8530241
node/2394171043,node,Farmacia Nina,,,,,,,,18.4865193,-69.9015652
node/2425904670,node,Farmax,,,,,,,,18.6386773,-68.3976843
node/2426977395,node,Farmacia ALLAN,Prof. Juan Bosch,,,,,,,19.2920916,-70.5427186
node/2530178701,node,Farmacia San Antonio,,,,,,,,19.6637418,-71.1997098
node/2590998155,node,Farmacia sin nombre,,,,,,,,18.3499078,-68.8290642
node/2683849603,node,Bicar Farmacia,,,,,,,,18.5459368,-70.5076345
node/2683849621,node,Farmacia Milagros,,,,,,,,18.5448005,-70.507588
node/2720148348,node,Farmacia Nacional,,,,,,,,19.2979038,-70.2557218
node/2720148352,node,Farmacia Dsalud,,,,,,,,19.3016973,-70.2581647
node/2720315293,node,Farmacia Inmaculada,,,,,,,,19.2945994,-70.2545396
node/2720351522,node,Farmacia Santa Maria,,,,,,,,19.2969684,-70.255732
node/2720351531,node,Farmacia San Pedro,"27 de febrero, SAN FRANCISCO DE MACORIS",SAN FRANCISCO DE MACORIS,,,,,,19.2988656,-70.2592046
node/2724969729,node,Farmacia San Rafael,,,,,,,,19.2948064,-70.2547054
node/2724969732,node,Farmacia Jerusalen,,,,,,,,19.2927222,-70.2586067
node/2725008213,node,Farmacia San Isidro,,,,,,,,19.3048128,-70.2561106
node/2731017230,node,Farmacia Bijao,,,,,,,,19.3271996,-70.2807332
node/2735690614,node,Farmacia Santa Ana,,,,,,,,19.3741477,-70.3517678
node/2735690626,node,Farmacia Lourdes,G.Hernandez-Tenares,,,,,,,19.3755047,-70.3517438
node/2752459849,node,Farmacia Mildeys,,,,,,,,19.3726173,-70.3503688
node/2766878663,node,Farmacia Amyn,,,,,,,,19.1320443,-70.3761386
node/2901346815,node,Farmacia Nieves Papaterra,,,,,,,,19.6288184,-70.2797139
node/2910888909,node,Farmacia Estrella,,,,,,,,19.3788943,-70.4173703
node/2989374127,node,Farmacia Santa Rosa,,,,,,,,19.3012497,-70.2584659
node/3054658466,node,Farmacia San Miguel,,,,,,,,19.1249711,-70.6402515
node/3062417929,node,Farma Xtra,,,,,,,,18.4747902,-69.9578193
node/3066005055,node,Laboratorio Referencia,,,,,,,,18.4623961,-69.957703
node/3083839185,node,Farmacia Inés II,San Vincente de Paul,,,,,,,18.4977334,-69.8523125
node/3083850655,node,Farmacia San Rafael,,,,,,,,18.4942334,-69.8542266
node/3090108167,node,Farmacia Patrizo,,,,,,,,18.492873,-69.8694227
node/3090109129,node,Farmacia Cesar,,,,,,,,18.4944441,-69.8670379
node/3094910782,node,Farmacia Lovera,,,,,,,,19.4856756,-70.7113783
node/3106202615,node,Farmacia Ciby,,,,,,,,18.486498,-69.9022804
node/3121425126,node,Farmacia Santa Ana S.R.L.,"Avenida Presidente Francisco Gregorio Billini, Baní",Baní,+18093802525,,,,,18.278711,-70.3327525
node/3137509987,node,Farmacia 1,,,,,,,,18.9058937,-70.2785989
node/3191852566,node,Farmacia Villa Juana,,,,,,,,18.4898553,-69.906791
node/3213588408,node,Farmacia Villa España,,,,,,,,18.4294401,-68.982798
node/3216771020,node,Farmax,"Avenida Tiradentes, Santo Domingo",Santo Domingo,,,,,,18.4779162,-69.9271778
node/3292231103,node,FarmaXtra Naco,,,,,,,,18.4736785,-69.9209223
node/3350359012,node,Laboratorio Referencia Don Bosco,Avenida Francia 70,,+809221554524462447,,https://www.labreferencia.com/,,,18.4756183,-69.9044479
node/3350392163,node,Laboratorio Amadita,,,,,,,,18.4709616,-69.9137383
node/3350500960,node,Laboratorio Referencia,Avenida Independencia 202,,+18092215545,,,"Mo-Su,PH 00:00-00:00",,18.4666754,-69.8953786
node/3355152997,node,Farmacia Los Hidalgos,Avenida 27 de Febrero 253,,+18095414848,,,,,18.4664223,-69.9292422
node/3360358128,node,Carol Farmacia,,,,,,,,18.4755193,-69.9360812
node/3365366619,node,Laboratorio Amadita,,,,,,,,18.474684,-69.9360744
node/3381286707,node,Farmacia Barbara Maria,,,,,,,,18.4505206,-69.6059018
node/3392770442,node,Farmacia Otis,,,,,,,,18.4831138,-69.9031402
node/3396311749,node,Laboratorios Laaned,Calle Cub Scout 21,,+18095628196,,,,,18.4686379,-69.9274177
node/3396316752,node,Luis E. Betances,,,+18095635831,,http://luisbetances.com/,,,18.4685552,-69.9265649
node/3418535443,node,FarmaXtra,,,,,,,,18.4742424,-69.9260499
node/3436016594,node,We Care Drug Store,,,,,,,,19.7495857,-70.4120031
node/3436016802,node,Farmacia San Rafael,,,,,,,,19.7500703,-70.4059641
node/3438463484,node,Laboratorio Doctor Collado,,,,,,,,18.479044,-69.9433526
node/3467706627,node,Farmacia Calderon,,,,,,,,19.2966126,-70.2509499
node/3507797115,node,Farmacia Ana,San Vicente de Paúl,,,,,,,18.5096295,-69.8619518
node/3564657516,node,Farmacia San Luis,"132, Nagua",Nagua,,,,,,19.3667564,-69.8514457
node/3608968792,node,Farmacia Candilejas,,,,,,,,19.0990906,-70.1670527
node/3622681971,node,farmacia almirante,Calle Miguel Diaz,,,,,Mo-Sa 08:00-18:00; Su 08:00-18:00,,18.5266912,-69.8141236
node/3663683371,node,Farmacia Carol,,,,,,,,18.4692732,-69.9395159
node/3682839245,node,Pharmacia,,,,,,,,18.9021882,-70.2672049
node/3684912782,node,Telefarma,,,,,,,,18.4719918,-69.9218159
node/3755222327,node,Farmacia sin nombre,,,,,,,,18.3680797,-68.8391907
node/3816387580,node,Farma Xtra,,,,,,,,18.475015,-69.9426084
node/3876655913,node,Farmax,,,,,,,,18.4341726,-68.9937304
node/3920866895,node,Silimed,Mustafa Kemal Ataturk,,,,,,,18.4717657,-69.9212012
node/4002952345,node,Farmacia Puerto Rico 2,,,+18095915060,,,,,18.4900397,-69.8535491
node/4052871384,node,Vitasalud,,,,,,,,19.2764139,-70.2407112
node/4085643765,node,Carxal,"Avenida República De Argentina, Santiago",Santiago,,,,,,19.4537313,-70.6858919
node/4086914495,node,Farma Xtra,Avenida Independencia,,,,,,,18.4708037,-69.8916253
node/4087075924,node,Wah Hing Trading Farmaceutica,Calle Benito González,,,,,,,18.4787245,-69.8878172
node/4088693738,node,Farmacia Eunice,Calle 16 de Agosto,,,,,,,18.474119,-69.893648
node/4088705655,node,Farmacia Thasulij,,,+18095655112,,,,,18.4711528,-69.9181304
node/4088749803,node,Farmacia Caribe,Calle Palo Hincado,,,,,,,18.4724274,-69.8914242
node/4088808801,node,Farmacia Carol,Avenida México,,,,,,,18.4770636,-69.8916656
node/4088935755,node,Farmacia Sofia,,,,,,,,18.4762687,-69.8914236
node/4089156327,node,Farmacia sin nombre,Calle Fabio Fiallo,,,,,,,18.4677353,-69.8942914
node/4089415149,node,Farmacia Rachell,"Avenida 26 De Enero, Santo Domingo",Santo Domingo,,,,,,18.4736393,-69.8559789
node/4090174739,node,Farmacia Ligia,Calle Padre Billini,,,,,,,18.4692458,-69.890978
node/4090606308,node,Farmacia Carol,,,,,,,,18.473315,-69.8972274
node/4090739426,node,Farmacia Aybar II D Cristian,Calle Juan Bastista Vicini,,,,,,,18.4812415,-69.8935932
node/4090769495,node,Farmacia San Ramón,Calle Monte Christi,,,,,,,18.4791168,-69.8955638
node/4097657815,node,Farmacia Doña Chucha,Calle Maria Viuda de La Cruz Doña Cucha,,,,,,,18.4979961,-69.8888326
node/4097731637,node,Super Farmacia El Amor de Cristo,Avenida Independencia,,,,,,,18.4624531,-69.9046367
node/4097759392,node,Farmacia Carmina,Avenida Independencia,,,,,,,18.4654584,-69.8981375
node/4097912163,node,Farmacia sin nombre,,,,,,,,19.4102394,-70.6404953
node/4097990929,node,Farmacia L&V,Calle Francisco Henríquez y Carvajal,,,,,,,18.4824282,-69.9022676
node/4098089059,node,Farmacia Europa,Avenida Los Palmeros. Marginal Las Américas,,+18095596837+18095996111,,,,,18.4653576,-69.8176022
node/4098308521,node,Farmacia Rosa,,,,,,,,19.461321,-70.7036859
node/4098308537,node,Farmacia Grecia,,,,,,,,18.4983292,-69.8917845
node/4098548586,node,Farmacia Miledy,"Los Rosales, Santiago",Santiago,,,,,,19.4348199,-70.6613832
node/4099980295,node,Farmacia ADA,Avenida Nicolás de Ovando,,,,,,,18.5029388,-69.9013304
node/4099986446,node,Super Farmacia Altagracia,Avenida Nicolás de Ovando,,,,,,,18.5023819,-69.902085
node/4100596682,node,Farmacia Fantino,Avenida Duarte,,,,,,,18.4915236,-69.8980632
node/4100826930,node,Los Hidalgos,Avenida 27 de Febrero,,,,,,,18.4765448,-69.9117918
node/4100891190,node,Farmacia Shalimar's,"Carretera Don Pedro, Santiago",Santiago,,,,,,19.4598361,-70.661176
node/4100891454,node,Pharma Salud,"Avenida 27 de Febrero, Santiago",Santiago,,,,,,19.4645043,-70.6703225
node/4102190484,node,Luz Divina,"Calle Jerusalén, Santo Domingo",Santo Domingo,,,,,,18.4745252,-69.8567147
node/4102624421,node,Farmacia sin nombre,,,,,,,,18.4871208,-69.9142853
node/4102694237,node,Farmacia Los Multi,Calle San Juan de la Maguana,,,,,,,18.5019263,-69.9152046
node/4102749614,node,Farmacia sin nombre,,,,,,,,18.5080009,-69.9151508
node/4102788676,node,Farma Xtra,,,,,,,,18.4839077,-69.9594988
node/4102796277,node,Farmacia Marine Cruz,Calle Los Haitices,,,,,,,18.5187898,-69.9175059
node/4103042966,node,Farmacia sin nombre,,,,,,,,18.4756118,-69.9065325
node/4103130687,node,Farmacia Mercado,"Avenida 27 de Febrero, Santiago",Santiago,,,,,,19.4660603,-70.6656201
node/4103517647,node,Farmacias Fuente-San Luis,,,+18295752772,,,,,19.469274,-70.7104209
node/4103544392,node,Farmacia Villa Claudia,Calle Los Angeles,,,,,,,18.5010424,-69.9895928
node/4103611836,node,Farmacia Ana Maria,"Avenida Imbert, Santiago de los Caballeros",Santiago de los Caballeros,+18092952591,,,,,19.471028,-70.7113088
node/4103619685,node,Farmacia Raymy,Anacaona,,,,,,,18.5229944,-69.9152772
node/4103663372,node,Farmacia Ian,Carlos Ml. Cespedes,,,,,,,18.5181072,-69.9068294
node/4103734687,node,Farmacia,,,+18092953126,,,,,19.4804722,-70.7181698
node/4105485577,node,Farmacia Las 3N,"Av. Nuñez De Cácerez, Sanitago",Sanitago,,,,,,19.424682,-70.7126029
node/4105554929,node,Farmacia San Martin,Avenida Hermanas Mirabal,,,,,,,18.5298736,-69.908352
node/4105609201,node,Farmacia Buena Vista,Avenida Penetración,,,,,,,18.5306775,-69.906695
node/4105661189,node,Botifarma,Las Violetas,,,,,,,18.5265549,-69.8953569
node/4106025982,node,Farmacia Rx,"Avenida Circunvalacion, Santiago de los Caballeros",Santiago de los Caballeros,,,,,,19.473725,-70.720237
node/4108275167,node,Farmacia Aurora,Placina Josue,,,,,,,18.5384882,-69.8845274
node/4108311814,node,Farmacia Anlly,Autopista Duarte,,,,,,,19.4058431,-70.6360701
node/4108541780,node,Farmacia Los Tanquecitos,"Respaldo 1ra, André",André,,,,,,18.4597604,-69.6285796
node/4114540897,node,Farmacia YNA,,,,,,,,19.4866335,-70.7188558
node/4114548684,node,Farmacia sin nombre,,,,,,,,18.5528129,-69.9023539
node/4114618156,node,Farmacia Inmaculada,"Pedro Fco. Bonó Deschamps, Santiago",Santiago,,,,,,19.4545729,-70.7005633
node/4114697629,node,Farmacia Santa Lucía,"Avenida Las Carreras, Santiago de los Caballeros",Santiago de los Caballeros,,,,,,19.4532993,-70.6983647
node/4114697653,node,Farmacia Leticia,"Avenida Las Carreras, Santiago",Santiago,,,,,,19.454162,-70.7016421
node/4114848781,node,Farmacia Grudy,"Pedro Fco. Bonó Deschamps, Santiago",Santiago,,,,,,19.4545264,-70.7002797
node/4114852615,node,Farmacia Roland,Calle 4ta,,,,,,,18.4787693,-69.822426
node/4114906931,node,Farmacia R&E,Calle Brisa,,,,,,,18.4773811,-69.8033676
node/4114971394,node,Farmacia Luis Miguel,,,,,,,,18.4734814,-69.7946431
node/4115098635,node,Farmacia L&J,Calle 7ma,,,,,,,18.5538681,-69.895414
node/4115136457,node,Super Farmacia Camille,Avenida Coronel Rafael Tomás Fernández Domínguez,,,,,,,18.4942969,-69.8072495
node/4115184834,node,Farmacia Tony,Avenida Hípica,,+18092318902,,,,,18.4809348,-69.8167361
node/4115195377,node,Farmacia Lidia,"Avenida Bartolomé Colón, Santiago",Santiago,,,,,,19.4664427,-70.6903402
node/4117003062,node,Farmacia El Bienstar,"Padre Las Casas, Santiago",Santiago,,,,,,19.4685208,-70.6924107
node/4117018203,node,Farmacia Yamila,"Calle Las Habras, Santo Domingo",Santo Domingo,,,,,,18.4875535,-69.973078
node/4117041483,node,Farmacia Nilda,Avenida Sánchez,,,,,,,18.5444997,-69.9276938
node/4117066941,node,Farmacia Leidsa,Calle Frey Anton Montecino,,,,,,,18.5410858,-69.9260764
node/4117100947,node,Farmahorro,"Calle Restauración, Santiago",Santiago,,,,,,19.4530957,-70.7072923
node/4117147625,node,Farma Value,"Avenida Francia, Santiago",Santiago,,,,,,19.4486011,-70.6959403
node/4117234054,node,Farmacia sin nombre,,,,,,,,18.5609628,-69.9370929
node/4117413278,node,Farmatodo,"Calle 30 de Marzo, Santiago",Santiago,,,,,Farmatodo,19.4539405,-70.7055152
node/4119287123,node,Farmacia Popular Cristobal,"Avenida Constitucion, San Cristóbal",San Cristóbal,,,,,,18.4224822,-70.1155136
node/4119456677,node,Farmacia sin nombre,,,,,,,,18.4518084,-69.9730393
node/4119589807,node,Farmacia Gio,,,+18092419084,,,,,19.4450435,-70.6715713
node/4119685783,node,Farmacentro,,,+18095832122,,,,,19.4510043,-70.681449
node/4121438063,node,Farmacia Cuesta,"Avenida Tiradentes, Santo Domingo",Santo Domingo,,,,,,18.4773339,-69.9277797
node/4121539129,node,Farmacia Fontana,,,,,,,,18.5065033,-69.9586718
node/4121603774,node,Farmacias Fuente San Luis,,,,,,,,19.4555732,-70.6658922
node/4121961033,node,Farmacia Villa Olga,,,,,,,,19.4552815,-70.6751461
node/4122099569,node,Farmacia Carol,"Avenida Lope de Vega, Santo Domingo",Santo Domingo,,,,,,18.4725628,-69.931673
node/4123369889,node,Farmacia Constanza,General Gregorio Luperon,,+18095392880,,,Mo-Su 07:30-21:00,,18.9089708,-70.7473402
node/4124261952,node,Farma Blue,"Calle Federico Geraldino, Santo Domingo",Santo Domingo,,,,,,18.4754498,-69.9384637
node/4124281222,node,Farmacia Bernado,"Calle Padre Borbón, San Cristóbal",San Cristóbal,,,,,,18.4155099,-70.1112648
node/4124346842,node,Farma Xpress,,,,,,,,18.480288,-69.9411588
node/4124461605,node,Superfarmacia Nacional,,,,,,,,19.4517793,-70.7037786
node/4124540640,node,Farmacia sin nombre,,,,,,,,18.497643,-69.7925482
node/4124540665,node,Primium,"Calle Penetracion 6, Santo Domingo Este",Santo Domingo Este,+18097480283,,,Lu-Sa 08:00-22:00; Do off,,18.4960761,-69.7983651
node/4124589421,node,Farmacia Cynthia,,,,,,,,18.4881378,-69.8888559
node/4124589440,node,Farmacia,,,,,,,,18.4921254,-69.8918286
node/4128366603,node,Farmacia Carol Metro Country Club,,,,,,,,18.4281605,-69.4165699
node/4129054890,node,Farmacia Luis Migel,Avenida El Eden,,,,,,,18.4734289,-69.7945719
node/4130909414,node,Farmacia Greliz,Avenida Principal Dr Hector B Jimenez,,,,,,,18.4918257,-69.7864165
node/4131213387,node,FarmaXtra,,,,,,,,18.4765281,-69.9741763
node/4131416658,node,Farmacia Efigenia,,,,,,,,18.4763485,-69.983488
node/4131573599,node,Farmacia Pujols,Calle 8,,,,,,,19.4745206,-70.6765125
node/4131652396,node,Farma Xtra,"Carretera Mella, Santo Domingo Este",Santo Domingo Este,,,,,,18.5108787,-69.8483384
node/4131652438,node,Centro Dental Stetic Plus,"Carretera Mella, Santo Domingo Este",Santo Domingo Este,,,,,,18.5142169,-69.8435304
node/4133164989,node,Farmacia Medicar,,,,,,,,18.4616377,-69.9519751
node/4133500221,node,Farmacia Alianza,"Calle Del Sol, Santiago",Santiago,,,,,,19.452156,-70.7128002
node/4133570319,node,Farmacias Los Pinos,"Avenida Las Carreras, Santiago de los Caballeros",Santiago de los Caballeros,,,,,,19.4542956,-70.702148
node/4133599404,node,Farmacia Yamila,"Calle Jilguerillo, Santo Domingo",Santo Domingo,,,,24/7,,18.5058073,-69.9811634
node/4133819273,node,Farmacia Los Cerros,Carretera Luperón,,,,,,,19.4704072,-70.6837668
node/4134450796,node,Farmacia GBC,"Avenida República de Colombia, Santo Domingo",Santo Domingo,,,,,,18.5068751,-69.9783166
node/4136172429,node,Farmahorro,,,,,,,,18.466115,-69.9538731
node/4136981286,node,Farmacia Keisy Omar,,,,,,,,18.4803183,-70.0009491
node/4136986953,node,Farmacity1,,,,,,,,18.487358,-69.8340798
node/4136990603,node,Nos Farma,,,,,,,,18.4859603,-69.8422075
node/4137031914,node,Farmacia Boulevar,,,,,,,,18.4807829,-69.8577813
node/4137281523,node,Farmacia Gigante,"Avenida Charles de Gaulle, Santo Domingo este",Santo Domingo este,+18095984565,,,,,18.5126055,-69.8309436
node/4139483995,node,Farmacia sin nombre,,,,,,,,18.4497473,-69.9670422
node/4139554815,node,Farmacia Jerding,,,,,,,,18.4627642,-69.9578894
node/4139554820,node,Farma Xtra,,,,,,,,18.4644192,-69.9582413
node/4141338928,node,Super Farmacia Felicidad,,,,,,,,18.4831314,-70.000003
node/4141432291,node,ChaRxles,,,,,,,,18.4997068,-69.8238242
node/4141464933,node,Farmacia Xtra,,,,,,,,18.4863193,-69.8357979
node/4141622665,node,Farmacia Cristiana,Avenida Padre Castellanos Calle 17,,+18096846263,,,,,18.496802,-69.8940264
node/4141673818,node,Farmacia Ines,Avenida Padre Castellanos Calle 17,,,,,,,18.5026034,-69.8856288
node/4141747415,node,Farmacia Europa,San Vicente de Paúl,,+18095963680,,,,,18.5098406,-69.866685
node/4141869866,node,Farmasil,"Avenida Winston Churchill, Santo Domingo",Santo Domingo,,,,,,18.4666628,-69.9373835
node/4147107180,node,Farmax-Pole,Calle Caminio Chiquito (Luis Amiamia Tio),,,,,,,18.4921016,-69.9322093
node/4147191217,node,Super Farmacia Sandra,"Avenida Los Constiyuentes, San Cristóbal",San Cristóbal,,,,,,18.4196529,-70.1017206
node/4147234928,node,Farma Xtra,Avenida Jiménez Moya,,,,,24/7,,18.4533171,-69.9286748
node/4147269679,node,Farmacia Santa Teresa V,Calle 14 de Junio,,,,,,,18.4880226,-69.9168687
node/4147332104,node,Farmacia San Cosme,,,,,,,,18.4862113,-69.9156684
node/4147332154,node,Farmacia E&G,,,,,,,,18.4852155,-69.9108926
node/4147391235,node,Super Farmacia Ritalex,Avenida Independencia,,,,,,,18.4385547,-69.951068
node/4147418290,node,Farmacia Krishelle,,,,,,,,18.4343224,-69.9605844
node/4147447395,node,Farmacia Baik II,Avenida Independencia,,,,,,,18.4330917,-69.96327
node/4147516892,node,Farma Xtra,,,,,,,,18.4316324,-69.9692842
node/4147583421,node,Farma Xtra,,,,,,,,18.4442124,-69.9460219
node/4147614060,node,Farm-Kar II,Avenida Nicolás de Ovando,,,,,,,18.4996603,-69.9189074
node/4147682006,node,Farmacia Las Flores,San Juan de la Maguana,,,,,,,18.5015528,-69.915714
node/4147805884,node,Farmacia del Pueblo,"Avenida Dr Pedro A. Columna, Bonao",Bonao,,,,,,18.9370085,-70.4113571
node/4147853544,node,Farmacia sin nombre,Avenida Correa y Cidrón,,,,,,,18.4572151,-69.9210094
node/4149506810,node,Farmacia sin nombre,,,,,,,,18.4870244,-69.9189554
node/4149563150,node,FarmaTem,,,,,,,,18.4853767,-69.9078191
node/4149640526,node,Farmacia Hector,Calle Juan Erazo,,,,,,,18.4908816,-69.9065879
node/4149647787,node,Farmacia,"Avenida Duarte, Villa Altagracia",Villa Altagracia,,,,,,18.6722535,-70.1745253
node/4149788363,node,Farmacia Karen,Avenida Nicolás de Ovando,,,,,,,18.4991441,-69.9239052
node/4149799314,node,Super Farmacia Denia,Avenida Nicolás de Ovando,,,,,,,18.4990699,-69.9249459
node/4149812821,node,Farmacia M&H,Avenida Nicolás de Ovando,,,,,,,18.4988819,-69.9280571
node/4149824172,node,Farmacia Allan,Santo Cerro,,,,,,,19.2863046,-70.5733844
node/4149943431,node,Farmacia sin nombre,,,,,,,,18.4915745,-69.9299226
node/4150068901,node,Farmacia San Rafael,"Don Antonio Guzman Fernandez, La Vega",La Vega,,,,,,19.2235209,-70.5324829
node/4151535267,node,Telefarma,"Avenida Sabana Larga, Santo Domingo Este",Santo Domingo Este,,,,,,18.4911731,-69.8651631
node/4151948666,node,Farmacia Lennin,"Carretera Mella, Santo Domingo Este",Santo Domingo Este,,,,,,18.4950002,-69.8628142
node/4151973561,node,"Farmacia ""Santo Domingo Savio""","Don Luis Despradel, La Vega",La Vega,,,,,,19.2256242,-70.5319033
node/4151982899,node,Farmacia sin nombre,,,,,,,,18.4906337,-69.8498262
node/4152020610,node,Farmacia Sebastian1,"Carretera Mella, Santo Domingo Este",Santo Domingo Este,,,,,,18.5042563,-69.8581575
node/4153744656,node,Farmacia Eden 1,Avenida Fernandez Navarrete,,,,,,,18.5119773,-69.8691993
node/4153923211,node,Farmacia sin nombre,,,,,,,,18.5386906,-69.8610818
node/4153938297,node,Distrubuidora Farmaceutica Emmanuel,"Calle Duarte, Los Alcarrizos",Los Alcarrizos,,,,,,18.5241028,-70.0317047
node/4153942755,node,Boti-Farma,Calle 13,,,,,,,18.5395308,-69.8631613
node/4156184413,node,FarmaXtra,Avenida Correa y Cidrón,,,,,,,18.4613118,-69.9113199
node/4156184482,node,Farmacia Sandomar,Avenida Correa y Cidrón,,,,,,,18.4588558,-69.9166237
node/4156412987,node,Farmacia Nokaury,Telesforo Jaime,,,,,,,18.4719451,-70.0035545
node/4186470076,node,Copinfa,,,,,,,,18.4811514,-69.9212798
node/4188142963,node,Laboratorio Amadita,,,,,,,,18.5359213,-69.9060947
node/4188237279,node,Farmacia Maniel,,,,,,,,18.5311562,-69.9069476
node/4188499171,node,Laboratorio Patria Rivas,,,+18095693094,,,,,18.5274888,-69.9136102
node/4190466294,node,Farmacia Mima,Avenida Mella,,,,,,,19.0542299,-70.1528925
node/4202699089,node,Farmacia Mercury,"Avenida República De Argentina, Santiago",Santiago,,,,,,19.4501703,-70.674517
node/4202830989,node,Farmacia Rachelle,Carretera Don Pedro,,,,,,,19.4618277,-70.6547176
node/4203555189,node,Farma Ahorro,Juan Pablo Duarte,,,,,,,19.4583086,-70.6726328
node/4211789190,node,Farmacia Feliciano,27 de Febrero,,,,,,,19.5555676,-71.0722743
node/4211789389,node,Farmacia Mao,Duarte,,,,,,,19.5567061,-71.0728841
node/4211789391,node,Farmacia Bogaert,Duarte,,,,,,,19.555183,-71.0733589
